frustruje	-1.9	0.7	[-1, -1, -3, -2, -1, -2, -2, -2, -3, -2]
denerwujący	-1.9	0.83066	[-2, -2, -1, -1, -1, -2, -2, -2, -4, -2]
frustrująco	-2.0	0.63246	[-1, -3, -2, -2, -2, -2, -2, -3, -2, -1]
udaremnienie	-2.1	0.7	[-3, -2, -3, -2, -1, -2, -3, -2, -1, -2]
frustracje	-2.0	0.7746	[-2, -1, -1, -3, -2, -2, -3, -3, -2, -1]
pierdolić	-2.5	1.20416	[0, -3, -4, -3, -2, -3, -4, -1, -2, -3]
przejebane	-3.4	0.66332	[-2, -3, -4, -3, -4, -4, -3, -4, -3, -4]
skurwiel	-3.3	0.78102	[-3, -4, -4, -2, -3, -4, -4, -2, -4, -3]
skurwysyny	-2.9	0.9434	[-3, -3, -4, -3, -4, -4, -2, -1, -2, -3]
kurwa	-3.2	1.07703	[-4, -2, -4, -1, -4, -4, -2, -4, -3, -4]
pojebaniec	-3.1	1.04403	[-1, -4, -2, -4, -3, -3, -2, -4, -4, -4]
pieprzy	-2.1	1.13578	[-3, -2, -1, -1, -1, -2, -4, -2, -4, -1]
kurwa	-3.1	0.9434	[-4, -4, -4, -3, -4, -2, -4, -2, -2, -2]
fuj	-1.1	1.37477	[-1, -3, -1, -1, -3, -2, 2, 0, -1, -1]
wkurwiony	-2.5	0.92195	[-2, -3, -3, -3, -3, -3, 0, -3, -3, -2]
kurwa	-3.2	0.9798	[-4, -1, -3, -4, -3, -2, -4, -3, -4, -4]
spełnić	1.9	1.04403	[1, 1, 2, 4, 1, 1, 2, 1, 3, 3]
spełniony	1.8	0.87178	[1, 2, 1, 0, 2, 2, 3, 2, 2, 3]
spełnia	1.0	1.09545	[2, 1, 1, 1, 1, -2, 2, 2, 1, 1]
opar	-1.2	1.16619	[0, 0, 0, -2, -3, -2, -1, -3, -1, 0]
zdymiony	-1.8	0.87178	[-3, -2, -3, -2, -2, 0, -2, -1, -1, -2]
bezdymny	0.3	0.64031	[0, 0, 0, 1, 0, 0, 0, 2, 0, 0]
dymiący	-0.7	1.18743	[0, 0, -3, 0, 0, -2, -1, -2, 1, 0]
futer	0.7	0.9	[2, 1, 0, 1, 0, 2, 0, -1, 1, 1]
fumery	-0.8	0.6	[0, -1, -1, -2, -1, 0, 0, -1, -1, -1]
opary	-0.1	1.13578	[0, -2, 0, 0, -1, 1, -1, -1, 1, 2]
dym	0.4	1.0198	[2, 0, 0, -1, 0, 1, -1, 0, 2, 1]
dymy	-0.4	0.66332	[0, -1, 0, -1, 0, 0, -2, 0, 0, 0]
fumety	-0.6	1.11355	[-2, -2, 0, -1, -1, 2, 0, 0, -1, -1]
dymiący	-2.7	0.64031	[-2, -3, -3, -2, -3, -4, -3, -2, -2, -3]
zabawa	2.3	0.45826	[2, 3, 2, 3, 2, 2, 3, 2, 2, 2]
pogrzeb	-1.5	1.74642	[-2, -3, -2, -1, -3, -1, -4, 1, 2, -2]
pogrzeby	-1.6	2.2891	[-3, -4, -1, -4, 2, -3, -3, 2, 1, -3]
odjechany	-0.4	1.62481	[0, -1, 2, -1, 2, 0, -4, -1, 0, -1]
zabawne	2.3	0.9	[2, 3, 3, 4, 1, 2, 2, 2, 3, 1]
lejek	0.1	0.53852	[1, 0, 0, 0, 0, -1, 0, 0, 1, 0]
lejkowaty	0.1	0.3	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
lejkowaty	0.5	0.80623	[0, 0, 1, 0, 0, 0, 0, 2, 2, 0]
lejek	-0.1	0.3	[0, 0, 0, 0, -1, 0, 0, 0, 0, 0]
lejkowaty	-0.1	0.3	[0, 0, 0, 0, -1, 0, 0, 0, 0, 0]
lejek	0.1	0.3	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
lejki	0.4	0.66332	[0, 0, 0, 1, 0, 0, 0, 0, 2, 1]
zabawny	2.2	0.74833	[2, 2, 3, 4, 1, 2, 2, 2, 2, 2]
najzabawniejszy	2.9	0.7	[4, 3, 4, 3, 2, 3, 2, 3, 2, 3]
zabawniejszy	1.7	1.00499	[2, 2, -1, 2, 2, 2, 3, 1, 2, 2]
śmieszne	1.3	1.00499	[2, 1, -1, 2, 1, 2, 3, 1, 1, 1]
najzabawniejszy	2.6	0.8	[3, 3, 3, 3, 2, 2, 1, 2, 4, 3]
zabawnie	1.9	0.53852	[2, 3, 1, 2, 2, 2, 2, 1, 2, 2]
śmieszność	1.8	0.9798	[3, 2, 3, 2, 2, 1, 3, 0, 1, 1]
śmieszności	1.6	0.91652	[1, 3, 0, 3, 1, 2, 1, 2, 2, 1]
zabawne	1.8	0.9798	[2, 2, 1, 2, 1, 4, 0, 2, 2, 2]
śmieszny	1.9	0.53852	[3, 2, 2, 1, 2, 2, 1, 2, 2, 2]
śmieszny człowiek	1.4	0.4899	[2, 2, 1, 2, 1, 1, 1, 1, 2, 1]
zabawni	1.3	1.1	[2, 1, 1, 0, 0, 3, 3, 1, 2, 0]
wściekły	-2.7	1.41774	[-3, -3, -3, -4, -4, -4, 1, -2, -3, -2]
wściekle	-1.9	1.04403	[-2, -2, -4, -2, -1, -2, -1, -3, 0, -2]
Furia	-2.7	0.78102	[-4, -3, -2, -2, -2, -3, -4, -2, -3, -2]
daremny	-1.9	0.83066	[0, -3, -2, -2, -2, -2, -3, -1, -2, -2]
knebel	-1.4	1.0198	[-2, -2, -1, -2, 0, -2, -3, 0, 0, -2]
zakneblowany	-1.3	1.55242	[-2, -2, -1, -2, 2, -3, -1, -3, 1, -2]
osiągać	2.4	0.4899	[2, 3, 2, 2, 3, 2, 3, 2, 3, 2]
zdobyte	1.6	0.66332	[2, 1, 2, 1, 1, 3, 2, 1, 2, 1]
zdobywanie	1.8	0.4	[1, 2, 2, 2, 1, 2, 2, 2, 2, 2]
zyski	1.4	0.4899	[1, 2, 1, 2, 2, 2, 1, 1, 1, 1]
dzielny	1.7	1.1	[4, 0, 3, 1, 1, 2, 2, 2, 1, 1]
szarmancko	1.9	0.53852	[2, 2, 3, 2, 2, 2, 2, 1, 2, 1]
galanteria	2.6	0.8	[3, 3, 1, 2, 2, 3, 4, 2, 3, 3]
maniak	-0.8	0.9798	[0, 0, 0, -2, -3, -1, -1, 0, 0, -1]
dziwak	0.2	1.4	[0, 3, -1, -1, -1, 1, 2, 1, -1, -1]
najgłupszy	-0.1	0.9434	[1, -1, -1, -1, -1, 1, 1, 1, 0, -1]
maniacy	-0.4	0.91652	[0, 0, -1, 0, 0, 0, 0, 0, -3, 0]
maniakiem	-0.6	0.91652	[0, 0, -1, 0, -1, 0, -1, 0, -3, 0]
hojność	2.6	0.4899	[3, 3, 2, 3, 2, 3, 2, 3, 2, 3]
hojność	2.3	0.64031	[3, 1, 2, 2, 3, 2, 3, 3, 2, 2]
hojny	2.3	0.78102	[3, 2, 4, 2, 2, 1, 2, 3, 2, 2]
hojnie	1.8	0.74833	[3, 3, 2, 1, 2, 1, 1, 2, 1, 2]
hojność	2.4	0.91652	[3, 2, 3, 1, 3, 4, 3, 2, 2, 1]
bródkowy	1.8	0.6	[3, 1, 2, 1, 2, 2, 1, 2, 2, 2]
delikatny	1.9	0.53852	[2, 2, 2, 1, 2, 3, 2, 2, 1, 2]
łagodniejszy	1.4	0.4899	[2, 1, 1, 1, 1, 2, 2, 1, 2, 1]
najdelikatniejszy	1.8	0.4	[2, 1, 2, 2, 2, 1, 2, 2, 2, 2]
łagodnie	2.0	0.7746	[2, 2, 2, 1, 1, 3, 3, 2, 1, 3]
duch	-1.3	1.34536	[-2, 0, 0, 0, 0, -3, -2, -3, 0, -3]
roztrzepany	-0.6	1.62481	[-2, -2, 3, -1, -1, -1, -1, -2, 2, -1]
prezent	1.9	0.53852	[2, 1, 2, 2, 2, 1, 2, 3, 2, 2]
chichot	1.8	0.9798	[2, 2, 2, 2, 2, 3, 2, -1, 2, 2]
zachichotał	1.5	1.20416	[1, 3, 1, 3, 3, 1, 1, -1, 2, 1]
chichot	0.6	0.8	[1, 1, 1, 1, -1, 1, 1, 1, -1, 1]
chichoty	1.4	0.4899	[1, 2, 2, 1, 2, 1, 1, 1, 1, 2]
chichoty	0.8	1.249	[1, 2, 2, 1, -1, 1, 1, 2, -2, 1]
chichotać	1.0	1.09545	[2, 1, 1, 2, 2, 1, -1, 2, 1, -1]
najbardziej roześmiany	1.7	1.26886	[4, 2, 1, 2, 1, 3, 2, 2, -1, 1]
chichotanie	1.5	0.5	[2, 2, 1, 2, 2, 1, 1, 1, 1, 2]
chichocząc	1.1	1.37477	[1, 2, 1, 1, -1, 2, 1, -1, 4, 1]
chichotać	1.0	1.41421	[1, 2, -2, 1, 2, 3, 1, -1, 2, 1]
dawca	1.4	0.66332	[1, 2, 2, 0, 1, 2, 1, 2, 1, 2]
dawcy	1.7	1.34536	[2, -1, 3, 3, 3, 1, 1, 2, 0, 3]
dający	1.4	1.0198	[1, 1, 3, 1, 1, 2, 3, 0, 2, 0]
zadowolony	2.0	0.63246	[3, 2, 1, 2, 2, 2, 1, 3, 2, 2]
ochoczo	1.4	0.4899	[2, 2, 1, 2, 1, 1, 2, 1, 1, 1]
przepych	2.1	0.9434	[1, 2, 2, 2, 1, 3, 2, 4, 3, 1]
upiększyć	1.3	1.1	[0, 1, 4, 1, 0, 2, 1, 2, 1, 1]
upiększony	1.8	0.74833	[1, 2, 2, 2, 2, 2, 0, 2, 3, 2]
upiększa	2.1	1.04403	[1, 3, 2, 4, 2, 2, 0, 2, 3, 2]
upiększający	1.2	1.16619	[3, 2, 0, 3, 1, 2, 0, 1, 0, 0]
upiększanie	1.6	0.91652	[2, 2, 3, 0, 3, 1, 2, 1, 1, 1]
upiększyć	1.7	1.1	[1, 2, 1, 4, 2, 0, 3, 1, 2, 1]
upiększony	2.1	1.04403	[3, 2, 1, 2, 4, 2, 2, 0, 3, 2]
splendor	2.4	1.0198	[3, 2, 2, 3, 4, 3, 2, 0, 3, 2]
upiększacze	1.6	1.11355	[4, 1, 1, 1, 1, 2, 0, 2, 3, 1]
upiększa	2.4	1.2	[3, 2, 2, 4, 4, 1, 2, 0, 3, 3]
upiększający	1.8	1.16619	[3, 0, 1, 2, 3, 2, 1, 0, 3, 3]
czarujący	2.3	0.78102	[3, 2, 4, 2, 2, 2, 3, 2, 2, 1]
efektownie	2.1	1.04403	[1, 3, 2, 1, 2, 1, 4, 1, 3, 3]
glamour	1.4	0.66332	[1, 1, 2, 2, 2, 1, 2, 2, 0, 1]
przepych	2.4	0.91652	[2, 4, 2, 1, 3, 2, 2, 2, 2, 4]
upiększyć	0.8	1.32665	[2, 1, 0, 1, 0, 4, 0, 0, -1, 1]
bez uroku	-1.6	1.49666	[-4, -1, -1, -2, -2, -3, -2, -1, 2, -2]
uroczy	2.0	0.7746	[1, 3, 3, 2, 1, 2, 2, 2, 3, 1]
glamour	1.9	0.83066	[1, 3, 2, 2, 3, 2, 1, 1, 3, 1]
radość	3.2	0.4	[3, 4, 3, 3, 4, 3, 3, 3, 3, 3]
radosny	2.9	0.53852	[3, 3, 3, 3, 3, 4, 2, 2, 3, 3]
mrok	-2.6	0.66332	[-4, -2, -3, -3, -2, -3, -2, -2, -2, -3]
ponury	-1.9	0.7	[-1, -2, -3, -1, -2, -2, -1, -2, -3, -2]
ponury	-2.1	0.9434	[-3, -1, -4, -2, -1, -1, -2, -3, -2, -2]
bardziej ponure	-1.5	1.20416	[-3, -2, -2, -3, -1, -2, 0, 1, -1, -2]
najbardziej ponury	-1.8	2.03961	[-2, -2, 2, -4, -2, -3, -4, -3, 2, -2]
mroczność	-1.8	0.6	[-2, -1, -2, -3, -2, -1, -2, -2, -2, -1]
posępności	-1.0	1.09545	[-1, -2, -2, -1, -1, -2, 2, -1, -1, -1]
ponury	-1.8	0.74833	[-1, -2, -2, -1, -2, -1, -3, -1, -3, -2]
mroki	-0.9	1.57797	[3, -2, -1, -2, -2, -2, 1, -2, -1, -1]
ponury	-0.6	1.56205	[2, -1, -2, -2, -2, -1, 1, -2, 2, -1]
chwalony	2.4	1.0198	[2, 3, 3, 4, 4, 1, 1, 2, 2, 2]
chwały	2.1	1.3	[4, 1, 4, 1, 1, 4, 2, 2, 1, 1]
gloryfikacja	2.0	0.89443	[3, 1, 3, 2, 3, 1, 1, 3, 2, 1]
uwielbiony	2.3	0.9	[1, 4, 2, 2, 4, 2, 2, 2, 2, 2]
gloryfikator	2.3	1.00499	[1, 4, 1, 2, 4, 2, 3, 2, 2, 2]
gloryfikatorzy	1.6	1.0198	[2, 1, 2, -1, 2, 2, 2, 1, 2, 3]
gloryfikuje	2.2	0.9798	[1, 4, 2, 2, 4, 2, 1, 2, 2, 2]
chwalić	2.7	0.78102	[3, 3, 4, 3, 1, 3, 2, 3, 2, 3]
gloryfikujący	2.4	1.28062	[3, 4, 2, 2, 4, 4, 0, 1, 2, 2]
aureola	1.5	1.36015	[2, 4, 1, 2, 0, -1, 1, 3, 2, 1]
gloriole	1.2	0.87178	[0, 2, 0, 2, 0, 1, 2, 2, 1, 2]
wspaniały	3.2	0.6	[4, 3, 3, 2, 3, 3, 3, 4, 3, 4]
świetnie	2.9	0.83066	[3, 4, 3, 2, 4, 2, 2, 2, 4, 3]
chwalebność	2.6	1.0198	[3, 2, 3, 4, 3, 2, 1, 4, 3, 1]
chwała	2.5	0.80623	[1, 3, 3, 1, 3, 3, 3, 2, 3, 3]
ponury	-2.1	0.7	[-2, -1, -3, -3, -1, -2, -2, -3, -2, -2]
gn8	0.6	0.66332	[1, 1, 0, 0, 0, 0, 2, 1, 0, 1]
Bóg	1.1	1.51327	[0, 0, 0, 1, 0, 3, 0, 3, 0, 4]
cholera	-2.5	1.28452	[0, -3, -3, -4, -3, -1, -4, -1, -3, -3]
cholera	-2.4	0.91652	[-2, -3, -1, -1, -2, -2, -4, -3, -3, -3]
przeklęty	-2.1	1.75784	[-3, -3, -2, -4, -4, -3, -3, -1, 1, 1]
przeklęty	-1.8	2.03961	[-3, -3, -3, -4, -1, 2, -2, -3, 2, -3]
cholera	-2.1	1.51327	[-3, -2, -4, 2, -2, -3, -3, -2, -2, -2]
cholera	-1.9	1.92094	[-3, -3, -2, -4, -4, -2, -3, -1, 2, 1]
wybawienie	2.8	0.87178	[2, 3, 3, 2, 4, 3, 3, 1, 4, 3]
Dobry	1.9	0.9434	[2, 1, 1, 3, 2, 4, 2, 2, 1, 1]
dobroć	2.0	1.54919	[2, 2, 2, 3, 1, 2, -2, 4, 3, 3]
przepiękny	3.0	0.63246	[3, 3, 2, 3, 3, 3, 4, 4, 3, 2]
barwnie	2.3	0.78102	[2, 2, 2, 3, 1, 2, 4, 3, 2, 2]
przepych	2.9	0.9434	[3, 4, 3, 1, 4, 4, 2, 2, 3, 3]
wspaniałości	2.1	0.7	[3, 2, 1, 3, 2, 2, 1, 2, 3, 2]
plotki	-0.7	0.45826	[-1, -1, -1, 0, 0, -1, -1, 0, -1, -1]
plotkował	-1.1	0.53852	[-1, -1, -1, -1, -1, -1, 0, -1, -2, -2]
plotkarz	-1.1	0.7	[-1, -1, -1, 0, -2, -1, -1, -2, 0, -2]
plotkarze	-1.1	0.53852	[-1, 0, -1, -1, -1, -1, -1, -1, -2, -2]
plotkowanie	-1.6	0.4899	[-1, -2, -1, -2, -1, -2, -2, -1, -2, -2]
plotkarz	-1.0	1.41421	[-1, -2, 1, -3, -2, 1, -1, -2, -2, 1]
plotkarze	-1.4	0.66332	[-2, -1, -1, -1, -2, -2, -1, 0, -2, -2]
plotkowano	-1.3	0.9	[-2, -2, -1, -2, -1, -1, -2, -1, 1, -2]
plotkowanie	-1.8	0.6	[-2, -1, -2, -2, -1, -2, -2, -1, -3, -2]
plotki	-0.8	0.6	[-1, -1, -1, 0, -1, 0, -1, 0, -2, -1]
plotki	-1.2	1.16619	[1, 0, -1, -2, -1, -1, -1, -3, -3, -1]
plotki	-1.3	0.64031	[-1, -2, -1, -1, -2, -1, 0, -1, -2, -2]
plotkarski	-1.3	0.78102	[-1, -2, -2, -1, -2, -1, 0, 0, -2, -2]
łaska	1.8	0.4	[2, 1, 2, 2, 1, 2, 2, 2, 2, 2]
zaszczycony	0.9	1.04403	[1, 1, 2, -2, 1, 1, 1, 2, 1, 1]
wdzięczny	2.0	0.63246	[2, 1, 2, 2, 2, 3, 3, 2, 2, 1]
pełen wdzięku	2.2	0.74833	[2, 3, 2, 2, 1, 2, 3, 1, 3, 3]
najwspanialszy	2.8	0.74833	[3, 3, 3, 3, 1, 3, 3, 3, 4, 2]
wdzięcznie	2.4	0.66332	[3, 3, 2, 1, 3, 2, 2, 2, 3, 3]
wdzięk	2.2	0.6	[3, 2, 1, 2, 2, 2, 3, 2, 2, 3]
łaski	1.6	0.4899	[2, 2, 2, 1, 1, 2, 1, 2, 1, 2]
łaskawy	1.7	0.78102	[1, 3, 2, 1, 2, 3, 2, 1, 1, 1]
gracyle	0.6	0.8	[0, 0, 0, 0, 0, 0, 2, 1, 2, 1]
smukły	0.4	0.66332	[0, 0, 0, 0, 0, 1, 0, 1, 0, 2]
gracja	1.2	0.87178	[1, 1, 0, 1, 1, 3, 2, 2, 0, 1]
gracja	1.3	0.9	[1, 0, 3, 2, 1, 2, 0, 1, 2, 1]
łaskawy	1.0	0.63246	[2, 2, 1, 1, 1, 1, 0, 1, 0, 1]
łaskawy	2.6	0.8	[2, 2, 3, 3, 3, 3, 2, 4, 1, 3]
łaskawie	2.3	0.9	[2, 4, 1, 3, 3, 2, 1, 2, 3, 2]
łaskawość	2.4	0.66332	[2, 2, 2, 2, 2, 3, 4, 3, 2, 2]
wielki	2.0	0.63246	[2, 2, 3, 1, 2, 2, 2, 2, 3, 1]
grand	1.1	0.83066	[0, 1, 1, 0, 1, 1, 2, 1, 3, 1]
grande	1.2	0.87178	[0, 2, 2, 1, 0, 1, 0, 2, 2, 2]
wspanialszy	1.7	0.9	[3, 1, 1, 2, 2, 2, 0, 2, 3, 1]
najwspanialszy	2.4	1.2	[3, 3, 1, 2, 2, 0, 4, 2, 4, 3]
wielkość	2.4	1.11355	[3, 2, 3, 2, 4, 1, 1, 4, 1, 3]
wielkości	2.1	1.3	[2, 2, 1, 0, 0, 4, 3, 3, 3, 3]
dotacja	1.5	0.80623	[2, 2, 1, 0, 3, 1, 1, 1, 2, 2]
nadany	1.0	1.09545	[3, 0, 0, 0, 0, 1, 2, 2, 2, 0]
przyznanie	1.3	0.45826	[2, 1, 1, 2, 1, 2, 1, 1, 1, 1]
dotacje	0.9	0.7	[2, 1, 2, 1, 0, 1, 0, 0, 1, 1]
wdzięczny	2.0	0.63246	[2, 3, 1, 2, 2, 2, 3, 1, 2, 2]
wdzięczny	1.8	0.87178	[2, 3, 0, 3, 2, 1, 1, 2, 2, 2]
z wdzięcznością	2.1	0.53852	[2, 3, 2, 2, 2, 2, 2, 3, 1, 2]
wdzięczność	2.2	0.6	[2, 3, 2, 1, 2, 2, 3, 2, 3, 2]
siatka	0.1	0.3	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
siatki	0.2	0.6	[0, 0, 0, 0, 2, 0, 0, 0, 0, 0]
gratyfikacja	1.6	0.8	[1, 2, 3, 2, 2, 1, 2, 0, 2, 1]
gratyfikacje	1.8	0.4	[2, 2, 1, 2, 2, 1, 2, 2, 2, 2]
zadowolony	1.6	0.91652	[3, 1, 1, 1, 3, 1, 1, 1, 1, 3]
satysfakcjonuje	1.5	0.80623	[3, 1, 1, 1, 2, 1, 1, 1, 1, 3]
zaspokoić	1.3	1.00499	[2, -1, 1, 3, 1, 1, 1, 1, 2, 2]
satysfakcjonujące	2.3	0.45826	[2, 3, 2, 2, 2, 2, 3, 2, 2, 3]
zadowalająco	2.0	0.63246	[2, 2, 2, 1, 3, 2, 1, 3, 2, 2]
zapiekanka	0.4	0.91652	[0, 1, 0, 0, 0, 0, 2, 0, -1, 2]
krata	-0.4	0.4899	[-1, -1, -1, 0, 0, -1, 0, 0, 0, 0]
zgrzytliwie	-0.2	1.6	[1, -3, -2, -2, 0, 2, 1, -1, 1, 1]
kraty	-0.8	0.9798	[0, -2, -1, -1, 0, 0, -3, 0, 0, -1]
zapiekanki	0.2	0.6	[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]
gratis	0.2	0.9798	[-2, 1, 1, 0, 0, 0, -1, 1, 1, 1]
wdzięczność	2.3	0.64031	[2, 2, 3, 1, 2, 3, 2, 3, 3, 2]
gratz	2.0	0.89443	[2, 3, 2, 1, 1, 1, 2, 2, 4, 2]
grób	-1.6	1.62481	[-2, -2, 0, -2, -3, 2, -3, -1, -1, -4]
wyryty	-0.9	1.13578	[0, 0, -1, 0, -1, -1, -1, -1, -4, 0]
żwir	-0.5	0.5	[0, -1, 0, -1, -1, -1, -1, 0, 0, 0]
żwirowany	-0.5	0.80623	[0, 0, 0, 0, -1, -2, 0, 0, -2, 0]
bez grobu	-1.3	1.34536	[-2, -2, 0, -1, 0, -2, -4, 1, -1, -2]
żwirowanie	-0.4	1.28062	[-3, 0, -2, 0, 2, -1, 0, 0, 0, 0]
żwirowany	-0.9	0.53852	[0, -1, -1, -2, 0, -1, -1, -1, -1, -1]
żwirowanie	-0.4	1.11355	[0, -1, -2, -2, 0, -1, 0, 0, 2, 0]
żwirowy	-0.9	0.7	[0, -2, -1, -1, 0, -1, -1, 0, -1, -2]
żwiry	-0.5	0.80623	[0, -1, 0, 0, 0, -2, 0, 0, 0, -2]
uroczyście	-1.5	1.0247	[0, -3, -1, 0, -3, -2, -1, -1, -2, -2]
wyryte	-0.9	1.22066	[0, 0, -1, 0, -2, -1, -1, 0, -4, 0]
powaga	-1.5	0.67082	[-1, -2, -2, -3, -2, -1, -1, -1, -1, -1]
grawer	-1.1	1.22066	[0, -2, -1, 0, 0, -2, -1, 0, -4, -1]
grabarze	-1.2	1.6	[-4, 0, -2, 0, -2, -2, -2, 0, 2, -2]
groby	-1.2	1.07703	[0, 0, -1, -1, -2, -1, -1, -1, -4, -1]
grobowiec	-0.8	0.6	[-1, -1, -1, 0, 0, 0, -1, -2, -1, -1]
groby	-1.6	1.2	[-2, -1, 0, -3, -1, 0, -1, -2, -2, -4]
najpoważniejszy	-1.3	1.9	[-3, -1, -2, -2, 1, 1, -2, 2, -3, -4]
nagrobek	-0.7	0.78102	[0, -1, 0, -1, -1, -2, 0, 0, -2, 0]
nagrobki	-0.5	0.5	[-1, -1, 0, -1, -1, -1, 0, 0, 0, 0]
cmentarz	-1.2	0.87178	[0, 0, -1, -2, -1, -1, -2, -1, -3, -1]
cmentarze	-1.2	0.87178	[0, -1, -3, -1, -1, -2, 0, -1, -2, -1]
Świetnie	3.1	0.7	[2, 4, 4, 4, 3, 3, 3, 3, 2, 3]
większy	1.5	0.67082	[2, 1, 2, 1, 2, 2, 2, 1, 0, 2]
największy	3.2	0.74833	[3, 4, 3, 3, 3, 4, 4, 2, 2, 4]
chciwość	-1.7	1.61555	[-2, -1, -2, -1, -2, -4, -1, 2, -4, -2]
bardziej chciwy	-2.0	0.63246	[-2, -2, -2, -2, -2, -3, -2, -1, -1, -3]
najbardziej chciwy	-2.8	0.87178	[-3, -4, -3, -2, -2, -4, -4, -2, -2, -2]
łapczywie	-1.9	1.22066	[-2, -1, -3, -3, -3, -2, -1, -2, 1, -3]
łakomstwo	-1.7	1.00499	[-2, -1, -2, -1, -2, -4, -1, 0, -2, -2]
chciwość	-1.0	1.18322	[-1, -2, -2, -2, -2, -2, 1, 0, -1, 1]
chciwy	-1.3	1.48661	[-2, -2, -2, -2, -3, -2, 2, -1, -2, 1]
pranie zielone	-1.8	1.4	[-1, 0, -2, -2, -3, -4, 0, 0, -3, -3]
zielone pranie	-0.4	0.91652	[-1, 0, 0, 1, 1, -2, -1, -1, 0, -1]
powitać	1.3	0.64031	[1, 1, 1, 1, 0, 2, 2, 2, 2, 1]
witany	1.1	0.9434	[2, 0, 0, 1, 1, 1, 0, 2, 1, 3]
Powitanie	1.6	0.4899	[2, 1, 2, 2, 1, 2, 2, 1, 1, 2]
pozdrowienia	1.8	1.07703	[1, 2, 3, 3, 1, 1, 1, 4, 1, 1]
pozdrawia	0.6	0.66332	[0, 0, 2, 0, 1, 1, 0, 1, 1, 0]
szary	0.2	0.4	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]
smutek	-2.2	0.6	[-2, -1, -3, -2, -3, -3, -2, -2, -2, -2]
skarga	-2.1	0.53852	[-2, -2, -3, -2, -2, -3, -2, -1, -2, -2]
pretensje	-1.5	0.5	[-2, -2, -1, -1, -2, -1, -1, -2, -2, -1]
żalący się	-0.8	1.249	[-2, 1, -1, -2, -1, 2, -2, -1, -1, -1]
narzekacze	-1.1	0.83066	[-1, -1, -1, -1, -1, -1, 0, -2, 0, -3]
smucić	-1.6	1.49666	[-2, -3, -1, -3, 1, -3, -1, -2, 1, -3]
zasmucony	-2.0	0.89443	[-3, -3, -3, -2, -2, -3, -1, -1, -1, -1]
żałobnik	-1.9	0.83066	[-2, -2, -3, -2, -3, -3, -1, -1, -1, -1]
żałobnicy	-0.3	1.55242	[-1, 2, -2, -1, 1, -2, 2, -2, 1, -1]
rozpacza	-2.1	0.9434	[-3, -3, -3, -2, -3, -3, -1, -1, -1, -1]
opłakiwać	-2.3	1.1	[-2, -4, -2, -3, -3, 0, -3, -2, -1, -3]
ciężki	-2.0	1.84391	[-3, -4, -2, -3, -1, 3, -2, -3, -2, -3]
boleśnie	-1.7	1.55242	[-3, -1, -4, -2, -2, 1, -3, 1, -2, -2]
boleść	-2.7	0.78102	[-3, -3, -3, -2, -3, -4, -2, -1, -3, -3]
ponury	-2.7	0.64031	[-2, -4, -3, -3, -2, -2, -3, -3, -2, -3]
grymas	-1.0	2.14476	[-4, -3, -2, -2, 2, -1, -1, -3, 2, 2]
skrzywił się	-2.0	0.63246	[-2, -3, -2, -2, -2, -2, -1, -3, -1, -2]
grymasy	-1.8	0.74833	[-1, -2, -1, -2, -2, -1, -3, -3, -1, -2]
grymas	-1.4	1.56205	[-3, -2, -3, -3, -1, -1, 1, 0, 1, -3]
złośnica	-0.9	1.04403	[-1, -2, -1, 1, -2, -2, -1, -1, 1, -1]
Grimalkiny	-0.9	0.9434	[0, 0, 0, -2, -1, -1, -1, 0, -3, -1]
brud	-1.5	0.92195	[-1, -2, -1, -1, -1, -3, 0, -2, -1, -3]
pobrudzony	-1.2	0.74833	[-2, -2, 0, -2, -1, -1, -1, -2, -1, 0]
grimy	-1.0	0.7746	[-2, -2, 0, 0, -1, -1, -1, -2, -1, 0]
bardziej ponure	-1.6	1.0198	[-1, -2, -2, -2, -1, 0, -4, -1, -1, -2]
najbardziej ponury	-0.7	2.05183	[-2, -3, 1, -3, 2, -2, -2, -2, 2, 2]
ponuro	-0.7	1.61555	[-2, -1, -1, -2, -2, 2, -2, 2, 1, -2]
brud	-1.6	0.4899	[-1, -2, -2, -2, -1, -2, -2, -1, -1, -2]
ponury	-0.7	1.55242	[-3, -1, -1, -2, 0, 2, -1, -2, -1, 2]
ponuro	-1.3	1.55242	[-2, -1, 2, -2, -2, -1, -3, -3, 1, -2]
ponury	-1.5	1.36015	[1, -2, -3, 1, -2, -1, -2, -2, -3, -2]
najsmutniejszy	-0.8	1.72047	[-2, -1, -3, 0, -2, -1, 0, 2, 2, -3]
marsowość	-0.8	1.98997	[2, -2, -3, -2, -3, 2, -1, 1, 1, -3]
umorusany	-1.8	0.87178	[-2, -2, -2, -1, -1, -3, 0, -2, -2, -3]
szeroki uśmiech	2.1	0.83066	[2, 4, 2, 2, 2, 1, 2, 3, 1, 2]
uśmiechnął się	1.1	0.9434	[1, 1, 2, 1, 3, 1, -1, 1, 1, 1]
uśmiechnięty	1.1	0.83066	[1, 1, 2, 2, 2, 1, -1, 1, 1, 1]
